keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.1036,,,,,,,,0.8036,,,,,,,1.3,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,1,1,8,1
c,0,2.7169,,,,,,,,1.2169,,,,,,,1.5,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,2,2,4,1
c,1,1.9256,,,,,,,,0.8256,,,,,,,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,3,3,0,1
v,1,2.184,,,,,,,,0.684,,,,,,,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,4,4,2,1
c,1,3.0651,,,,,,,,1.5651,,,,,,,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,5,5,6,1
v,1,1.8755,,,,,,,,0.7755,,,,,,,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,6,6,5,1
c,1,2.2084,,,,,,,,0.9084,,,,,,,1.3,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,7,7,3,1
b,1,1.9354,,,,,,,,0.8354,,,,,,,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,0,8,8,7,1
v,1,2.3847,,,,,,,,0.8847,,,,,,,1.5,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,0,9,2,1
c,1,1.756,,,,,,,,0.656,,,,,,,1.1,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,1,10,0,1
v,1,1.9796,,,,,,,,0.8796,,,,,,,1.1,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,2,11,5,1
v,1,2.3718,,,,,,,,1.0718,,,,,,,1.3,images/target_square.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,3,12,8,1
b,1,2.4693,,,,,,,,1.1693,,,,,,,1.3,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,4,13,1,1
c,1,2.4345,,,,,,,,1.1345,,,,,,,1.3,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,5,14,3,1
b,1,2.8878,,,,,,,,1.7878,,,,,,,1.1,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,6,15,7,1
b,1,2.5833,,,,,,,,1.0833,,,,,,,1.5,images/target_plus.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,7,16,4,1
c,1,2.4439,,,,,,,,0.9439,,,,,,,1.5,images/target_cross.jpg,Alex,001,2022-03-19_08h07.16.592,choiceRTT,2021.2.3,Win32,59.97001499,,,,,,,,1,8,17,6,1
