student_id,ans_labels,ans,sub_ind,score
45237182,2,0.5,39,0.166666666666667
45237182,3,0,39,0.166666666666667
45537410,1,0,40,0
45537410,2,0,40,0
45537410,3,0,40,0
46463933,1,0,41,0.25
46463933,2,0.75,41,0.25
46463933,3,0,41,0.25
45637326,1,0,42,0.5
45637326,2,0.75,42,0.5
45637326,3,0.75,42,0.5
45350477,1,1,43,1
45350477,2,1,43,1
45350477,3,1,43,1
45402000,1,1,44,0.916666666666667
45402000,2,0.75,44,0.916666666666667
45402000,3,1,44,0.916666666666667
45637598,1,1,45,0.916666666666667
45637598,2,0.75,45,0.916666666666667
45637598,3,1,45,0.916666666666667
45649014,1,0,46,0.666666666666667
45649014,2,1,46,0.666666666666667
45649014,3,1,46,0.666666666666667
46378936,1,1,47,1
46378936,2,1,47,1
46378936,3,1,47,1
46388826,1,0,48,0.5
46388826,2,0.5,48,0.5
46388826,3,1,48,0.5
45979804,1,0.75,49,0.75
45979804,2,0.5,49,0.75
45979804,3,1,49,0.75
46468412,1,1,50,0.916666666666667
46468412,2,1,50,0.916666666666667
46468412,3,0.75,50,0.916666666666667
46412883,1,0,51,0.5
46412883,2,0.5,51,0.5
46412883,3,1,51,0.5
44879113,1,1,52,0.916666666666667
44879113,2,0.75,52,0.916666666666667
44879113,3,1,52,0.916666666666667
45565600,1,1,53,1
45565600,2,1,53,1
45565600,3,1,53,1
46372040,1,0,54,0.5
46372040,2,0.5,54,0.5
46372040,3,1,54,0.5
46766413,1,1,55,1
46766413,2,1,55,1
46766413,3,1,55,1
45659818,1,1,56,1
45659818,2,1,56,1
45659818,3,1,56,1
46434577,1,1,57,1
46434577,2,1,57,1
46434577,3,1,57,1
45637784 ,1,1,58,1
45637784 ,2,1,58,1
45637784 ,3,1,58,1
46346236,1,1,59,1
46346236,2,1,59,1
46346236,3,1,59,1
46360042,1,1,60,0.916666666666667
46360042,2,0.75,60,0.916666666666667
46360042,3,1,60,0.916666666666667
46371796,1,1,61,1
46371796,2,1,61,1
46371796,3,1,61,1
45985421,1,0,62,0.666666666666667
45985421,2,1,62,0.666666666666667
45985421,3,1,62,0.666666666666667
46465324,1,1,63,0.916666666666667
46465324,2,0.75,63,0.916666666666667
46465324,3,1,63,0.916666666666667
41739566,1,1,64,1
41739566,2,1,64,1
41739566,3,1,64,1
46394990,1,1,65,0.916666666666667
46394990,2,0.75,65,0.916666666666667
46394990,3,1,65,0.916666666666667
46564349,1,1,66,1
46564349,2,1,66,1
46564349,3,1,66,1
45951756,1,0.75,67,0.833333333333333
45951756,2,0.75,67,0.833333333333333
45951756,3,1,67,0.833333333333333
45386439,1,1,68,1
45386439,2,1,68,1
45386439,3,1,68,1
46349251,1,1,69,0.916666666666667
46349251,2,0.75,69,0.916666666666667
46349251,3,1,69,0.916666666666667
46422803,1,0.75,70,0.833333333333333
46422803,2,0.75,70,0.833333333333333
46422803,3,1,70,0.833333333333333
46374558,1,0,71,0.166666666666667
46374558,2,0.5,71,0.166666666666667
46374558,3,0,71,0.166666666666667
45951675,1,1,72,0.916666666666667
45951675,2,0.75,72,0.916666666666667
45951675,3,1,72,0.916666666666667
46398155,1,0,73,0.5
46398155,2,0.75,73,0.5
46398155,3,0.75,73,0.5
46370439,1,0.75,74,0.75
46370439,2,0.75,74,0.75
46370439,3,0.75,74,0.75
46388567,1,0,75,0.666666666666667
46388567,2,1,75,0.666666666666667
46388567,3,1,75,0.666666666666667
46346252,1,0,76,0.583333333333333
46346252,2,0.75,76,0.583333333333333
46346252,3,1,76,0.583333333333333
45310750,1,0,77,0.5
45310750,2,0.5,77,0.5
45310750,3,1,77,0.5
40561003,1,0,78,0.416666666666667
40561003,2,0.5,78,0.416666666666667
40561003,3,0.75,78,0.416666666666667
46415920,1,0,79,0.0833333333333333
46415920,2,0.25,79,0.0833333333333333
46415920,3,0,79,0.0833333333333333
45175837,1,1,80,1
45175837,2,1,80,1
45175837,3,1,80,1
45652724,1,0,81,0.583333333333333
45652724,2,0.75,81,0.583333333333333
45652724,3,1,81,0.583333333333333
46360387,1,1,82,0.833333333333333
46360387,2,0.75,82,0.833333333333333
46360387,3,0.75,82,0.833333333333333
45425396,1,1,83,0.833333333333333
45425396,2,0.75,83,0.833333333333333
45425396,3,0.75,83,0.833333333333333
46361758,1,0.75,84,0.583333333333333
46361758,2,0.75,84,0.583333333333333
46361758,3,0.25,84,0.583333333333333
45981981,1,0.75,85,0.583333333333333
45981981,2,0.75,85,0.583333333333333
45981981,3,0.25,85,0.583333333333333
46557989,1,1,86,0.833333333333333
46557989,2,1,86,0.833333333333333
46557989,3,0.5,86,0.833333333333333
45967563,1,1,87,0.833333333333333
45967563,2,0.75,87,0.833333333333333
45967563,3,0.75,87,0.833333333333333
46368361,1,0,88,0.333333333333333
46368361,2,0.75,88,0.333333333333333
46368361,3,0.25,88,0.333333333333333
45601917,1,0,89,0.166666666666667
45601917,2,0.25,89,0.166666666666667
45601917,3,0.25,89,0.166666666666667
45750920,1,0,90,0.5
45750920,2,0.5,90,0.5
45750920,3,1,90,0.5
46393161,1,0,91,0
46393161,2,0,91,0
46393161,3,0,91,0
46378960,1,0,92,0.0833333333333333
46378960,2,0.25,92,0.0833333333333333
46378960,3,0,92,0.0833333333333333
43882234,1,0,93,0.583333333333333
43882234,2,0.75,93,0.583333333333333
43882234,3,1,93,0.583333333333333
