student_id,ans_labels,ans,sub_ind,n_correct,n_total,score,hw
46412883,prob_1_pval_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_theta_hat_crit_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_theta_hat_crit_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_ci_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_ci_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_decision,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_1_r_result,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_theta_hat_x,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_theta_hat_p,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_theta_hat_obs,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_pval_lower,correct,2,29,33,0.878787878787879,hw5
46412883,prob_2_pval_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_theta_hat_crit_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_theta_hat_crit_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_ci_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_ci_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_decision,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_2_r_result,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_theta_hat_x,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_theta_hat_p,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_theta_hat_obs,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_pval_lower,correct,2,29,33,0.878787878787879,hw5
46412883,prob_4_pval_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_theta_hat_crit_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_theta_hat_crit_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_ci_lower,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_ci_upper,incorrect,2,29,33,0.878787878787879,hw5
46412883,prob_4_decision,correct,2,29,33,0.878787878787879,hw5
46412883,prob_4_r_result,incorrect,2,29,33,0.878787878787879,hw5
45911460,1a,incorrect,3,38,41,0.926829268292683,hw4
45911460,1b,incorrect,3,38,41,0.926829268292683,hw4
45911460,1c,incorrect,3,38,41,0.926829268292683,hw4
45911460,1d,incorrect,3,38,41,0.926829268292683,hw4
45911460,1e,correct,3,38,41,0.926829268292683,hw4
45911460,1f,correct,3,38,41,0.926829268292683,hw4
45911460,1g,correct,3,38,41,0.926829268292683,hw4
45911460,prob_2_theta_hat_x,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_theta_hat_p,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_theta_hat_obs,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_pval_lower,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_pval_upper,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_theta_hat_crit_lower,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_theta_hat_crit_upper,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_ci_lower,correct,3,38,41,0.926829268292683,hw4
45911460,prob_2_ci_upper,correct,3,38,41,0.926829268292683,hw4
45911460,prob_2_decision,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_2_r_result,incorrect,3,38,41,0.926829268292683,hw4
45911460,3,correct,3,38,41,0.926829268292683,hw4
45911460,4,incorrect,3,38,41,0.926829268292683,hw4
45911460,5,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_theta_hat_x,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_theta_hat_p,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_theta_hat_obs,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_pval_lower,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_pval_upper,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_theta_hat_crit_lower,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_theta_hat_crit_upper,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_ci_lower,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_ci_upper,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_decision,incorrect,3,38,41,0.926829268292683,hw4
45911460,prob_6_r_result,incorrect,3,38,41,0.926829268292683,hw4
45911460,7,incorrect,3,38,41,0.926829268292683,hw4
45911460,8,incorrect,3,38,41,0.926829268292683,hw4
45911460,9,correct,3,38,41,0.926829268292683,hw4
45911460,10a,incorrect,3,38,41,0.926829268292683,hw4
45911460,10b,incorrect,3,38,41,0.926829268292683,hw4
45911460,10c,incorrect,3,38,41,0.926829268292683,hw4
45911460,12a,incorrect,3,38,41,0.926829268292683,hw4
45911460,12b,incorrect,3,38,41,0.926829268292683,hw4
45911460,12c,incorrect,3,38,41,0.926829268292683,hw4
45911460,12d,incorrect,3,38,41,0.926829268292683,hw4
45911460,12e,incorrect,3,38,41,0.926829268292683,hw4
45911460,12f,incorrect,3,38,41,0.926829268292683,hw4
45911460,12g,incorrect,3,38,41,0.926829268292683,hw4
45898448,prob_1_theta_hat_x,incorrect,4,12,12,1,hw6
45898448,prob_1_theta_hat_p,incorrect,4,12,12,1,hw6
45898448,prob_1_theta_hat_obs,incorrect,4,12,12,1,hw6
45898448,prob_1_pval,incorrect,4,12,12,1,hw6
45898448,prob_1_theta_hat_crit,incorrect,4,12,12,1,hw6
45898448,prob_1_decision,incorrect,4,12,12,1,hw6
45898448,prob_1_r_result,incorrect,4,12,12,1,hw6
45898448,ans_2a,incorrect,4,12,12,1,hw6
45898448,ans_2b,incorrect,4,12,12,1,hw6
45898448,ans_2c,incorrect,4,12,12,1,hw6
45898448,prob_3_r_result,incorrect,4,12,12,1,hw6
45898448,prob_4_r_result,incorrect,4,12,12,1,hw6
43882234,1a,,5,19,19,1,hw2
43882234,1b,,5,19,19,1,hw2
43882234,1c,,5,19,19,1,hw2
43882234,1d,,5,19,19,1,hw2
43882234,2a,,5,19,19,1,hw2
43882234,2b,,5,19,19,1,hw2
43882234,2c,,5,19,19,1,hw2
43882234,2d,,5,19,19,1,hw2
43882234,3a,,5,19,19,1,hw2
43882234,3b,,5,19,19,1,hw2
43882234,3c,,5,19,19,1,hw2
43882234,3d,,5,19,19,1,hw2
43882234,3e,,5,19,19,1,hw2
43882234,4a,,5,19,19,1,hw2
43882234,4b,,5,19,19,1,hw2
43882234,4c,,5,19,19,1,hw2
43882234,4d,,5,19,19,1,hw2
43882234,5a,,5,19,19,1,hw2
43882234,5b,,5,19,19,1,hw2
45985421,prob_1_theta_hat_x,incorrect,6,33,33,1,hw5
45985421,prob_1_theta_hat_p,incorrect,6,33,33,1,hw5
45985421,prob_1_theta_hat_obs,incorrect,6,33,33,1,hw5
45985421,prob_1_pval_lower,incorrect,6,33,33,1,hw5
45985421,prob_1_pval_upper,incorrect,6,33,33,1,hw5
45985421,prob_1_theta_hat_crit_lower,incorrect,6,33,33,1,hw5
45985421,prob_1_theta_hat_crit_upper,incorrect,6,33,33,1,hw5
45985421,prob_1_ci_lower,incorrect,6,33,33,1,hw5
45985421,prob_1_ci_upper,incorrect,6,33,33,1,hw5
45985421,prob_1_decision,incorrect,6,33,33,1,hw5
45985421,prob_1_r_result,incorrect,6,33,33,1,hw5
45985421,prob_2_theta_hat_x,incorrect,6,33,33,1,hw5
45985421,prob_2_theta_hat_p,incorrect,6,33,33,1,hw5
45985421,prob_2_theta_hat_obs,incorrect,6,33,33,1,hw5
45985421,prob_2_pval_lower,incorrect,6,33,33,1,hw5
45985421,prob_2_pval_upper,incorrect,6,33,33,1,hw5
45985421,prob_2_theta_hat_crit_lower,incorrect,6,33,33,1,hw5
45985421,prob_2_theta_hat_crit_upper,incorrect,6,33,33,1,hw5
45985421,prob_2_ci_lower,incorrect,6,33,33,1,hw5
45985421,prob_2_ci_upper,incorrect,6,33,33,1,hw5
45985421,prob_2_decision,incorrect,6,33,33,1,hw5
45985421,prob_2_r_result,incorrect,6,33,33,1,hw5
45985421,prob_4_theta_hat_x,incorrect,6,33,33,1,hw5
45985421,prob_4_theta_hat_p,incorrect,6,33,33,1,hw5
45985421,prob_4_theta_hat_obs,incorrect,6,33,33,1,hw5
45985421,prob_4_pval_lower,incorrect,6,33,33,1,hw5
45985421,prob_4_pval_upper,incorrect,6,33,33,1,hw5
45985421,prob_4_theta_hat_crit_lower,incorrect,6,33,33,1,hw5
45985421,prob_4_theta_hat_crit_upper,incorrect,6,33,33,1,hw5
45985421,prob_4_ci_lower,incorrect,6,33,33,1,hw5
45985421,prob_4_ci_upper,incorrect,6,33,33,1,hw5
45985421,prob_4_decision,incorrect,6,33,33,1,hw5
45985421,prob_4_r_result,incorrect,6,33,33,1,hw5
45955425,1a,incorrect,7,25,25,1,hw3
45955425,1b,incorrect,7,25,25,1,hw3
45955425,2a,incorrect,7,25,25,1,hw3
45955425,2b,incorrect,7,25,25,1,hw3
45955425,2c,incorrect,7,25,25,1,hw3
45955425,2d,incorrect,7,25,25,1,hw3
45955425,2e,incorrect,7,25,25,1,hw3
45955425,2f,incorrect,7,25,25,1,hw3
45955425,2g,incorrect,7,25,25,1,hw3
45955425,2h,incorrect,7,25,25,1,hw3
45955425,3a,incorrect,7,25,25,1,hw3
45955425,3b,incorrect,7,25,25,1,hw3
45955425,3c,incorrect,7,25,25,1,hw3
45955425,3d,incorrect,7,25,25,1,hw3
45955425,3e,incorrect,7,25,25,1,hw3
45955425,3f,incorrect,7,25,25,1,hw3
45955425,3g,incorrect,7,25,25,1,hw3
45955425,3h,incorrect,7,25,25,1,hw3
45955425,4a1,incorrect,7,25,25,1,hw3
45955425,4a2,incorrect,7,25,25,1,hw3
45955425,4b,incorrect,7,25,25,1,hw3
45955425,4c1,incorrect,7,25,25,1,hw3
45955425,4c2,incorrect,7,25,25,1,hw3
45955425,4d,incorrect,7,25,25,1,hw3
45955425,4e,incorrect,7,25,25,1,hw3
46372040,1a,incorrect,9,25,25,1,hw3
46372040,1b,incorrect,9,25,25,1,hw3
46372040,2a,incorrect,9,25,25,1,hw3
46372040,2b,incorrect,9,25,25,1,hw3
46372040,2c,incorrect,9,25,25,1,hw3
46372040,2d,incorrect,9,25,25,1,hw3
46372040,2e,incorrect,9,25,25,1,hw3
46372040,2f,incorrect,9,25,25,1,hw3
46372040,2g,incorrect,9,25,25,1,hw3
46372040,2h,incorrect,9,25,25,1,hw3
46372040,3a,incorrect,9,25,25,1,hw3
46372040,3b,incorrect,9,25,25,1,hw3
46372040,3c,incorrect,9,25,25,1,hw3
46372040,3d,incorrect,9,25,25,1,hw3
46372040,3e,incorrect,9,25,25,1,hw3
46372040,3f,incorrect,9,25,25,1,hw3
46372040,3g,incorrect,9,25,25,1,hw3
46372040,3h,incorrect,9,25,25,1,hw3
46372040,4a1,incorrect,9,25,25,1,hw3
46372040,4a2,incorrect,9,25,25,1,hw3
46372040,4b,incorrect,9,25,25,1,hw3
46372040,4c1,incorrect,9,25,25,1,hw3
46372040,4c2,incorrect,9,25,25,1,hw3
46372040,4d,incorrect,9,25,25,1,hw3
46372040,4e,incorrect,9,25,25,1,hw3
46399054,prob_1_theta_hat_x,correct,11,27,33,0.818181818181818,hw5
46399054,prob_1_theta_hat_p,correct,11,27,33,0.818181818181818,hw5
46399054,prob_1_theta_hat_obs,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_pval_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_pval_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_theta_hat_crit_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_theta_hat_crit_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_ci_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_ci_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_decision,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_1_r_result,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_theta_hat_x,correct,11,27,33,0.818181818181818,hw5
46399054,prob_2_theta_hat_p,correct,11,27,33,0.818181818181818,hw5
46399054,prob_2_theta_hat_obs,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_pval_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_pval_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_theta_hat_crit_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_theta_hat_crit_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_ci_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_ci_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_decision,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_2_r_result,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_theta_hat_x,correct,11,27,33,0.818181818181818,hw5
46399054,prob_4_theta_hat_p,correct,11,27,33,0.818181818181818,hw5
46399054,prob_4_theta_hat_obs,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_pval_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_pval_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_theta_hat_crit_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_theta_hat_crit_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_ci_lower,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_ci_upper,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_decision,incorrect,11,27,33,0.818181818181818,hw5
46399054,prob_4_r_result,incorrect,11,27,33,0.818181818181818,hw5
46564349,prob_1_theta_hat_x,incorrect,12,12,12,1,hw6
46564349,prob_1_theta_hat_p,incorrect,12,12,12,1,hw6
46564349,prob_1_theta_hat_obs,incorrect,12,12,12,1,hw6
46564349,prob_1_pval,incorrect,12,12,12,1,hw6
46564349,prob_1_theta_hat_crit,incorrect,12,12,12,1,hw6
46564349,prob_1_decision,incorrect,12,12,12,1,hw6
46564349,prob_1_r_result,incorrect,12,12,12,1,hw6
46564349,ans_2a,incorrect,12,12,12,1,hw6
46564349,ans_2b,incorrect,12,12,12,1,hw6
46564349,ans_2c,incorrect,12,12,12,1,hw6
46564349,prob_3_r_result,incorrect,12,12,12,1,hw6
46564349,prob_4_r_result,incorrect,12,12,12,1,hw6
46356452,prob_1_theta_hat_x,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_theta_hat_p,correct,14,30,33,0.909090909090909,hw5
46356452,prob_1_theta_hat_obs,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_pval_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_pval_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_theta_hat_crit_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_theta_hat_crit_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_ci_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_ci_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_decision,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_1_r_result,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_theta_hat_x,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_theta_hat_p,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_theta_hat_obs,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_pval_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_pval_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_theta_hat_crit_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_theta_hat_crit_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_ci_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_ci_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_decision,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_2_r_result,correct,14,30,33,0.909090909090909,hw5
46356452,prob_4_theta_hat_x,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_theta_hat_p,correct,14,30,33,0.909090909090909,hw5
46356452,prob_4_theta_hat_obs,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_pval_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_pval_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_theta_hat_crit_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_theta_hat_crit_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_ci_lower,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_ci_upper,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_decision,incorrect,14,30,33,0.909090909090909,hw5
46356452,prob_4_r_result,incorrect,14,30,33,0.909090909090909,hw5
46437290,1a,incorrect,15,45,41,1.09756097560976,hw4
46437290,1b,incorrect,15,45,41,1.09756097560976,hw4
46437290,1c,incorrect,15,45,41,1.09756097560976,hw4
46437290,1d,incorrect,15,45,41,1.09756097560976,hw4
46437290,1e,incorrect,15,45,41,1.09756097560976,hw4
46437290,1f,incorrect,15,45,41,1.09756097560976,hw4
46437290,1g,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_theta_hat_x,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_theta_hat_p,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_theta_hat_obs,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_pval_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_pval_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_theta_hat_crit_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_theta_hat_crit_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_ci_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_ci_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_decision,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_2_r_result,incorrect,15,45,41,1.09756097560976,hw4
46437290,3,incorrect,15,45,41,1.09756097560976,hw4
46437290,4,incorrect,15,45,41,1.09756097560976,hw4
46437290,5,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_theta_hat_x,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_theta_hat_p,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_theta_hat_obs,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_pval_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_pval_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_theta_hat_crit_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_theta_hat_crit_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_ci_lower,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_ci_upper,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_decision,incorrect,15,45,41,1.09756097560976,hw4
46437290,prob_6_r_result,incorrect,15,45,41,1.09756097560976,hw4
46437290,7,incorrect,15,45,41,1.09756097560976,hw4
46437290,8,incorrect,15,45,41,1.09756097560976,hw4
46437290,9,incorrect,15,45,41,1.09756097560976,hw4
46437290,10a,incorrect,15,45,41,1.09756097560976,hw4
46437290,10b,incorrect,15,45,41,1.09756097560976,hw4
46437290,10c,incorrect,15,45,41,1.09756097560976,hw4
46437290,12a,incorrect,15,45,41,1.09756097560976,hw4
46437290,12b,incorrect,15,45,41,1.09756097560976,hw4
46437290,12c,incorrect,15,45,41,1.09756097560976,hw4
46437290,12d,incorrect,15,45,41,1.09756097560976,hw4
46437290,12e,incorrect,15,45,41,1.09756097560976,hw4
46437290,12f,incorrect,15,45,41,1.09756097560976,hw4
46437290,12g,incorrect,15,45,41,1.09756097560976,hw4
46428984,prob_1_theta_hat_obs_treatment,incorrect,16,13,13,1,hw7
46428984,prob_1_pval_treatment,incorrect,16,13,13,1,hw7
46428984,prob_1_theta_hat_crit_treatment,incorrect,16,13,13,1,hw7
46428984,prob_1_theta_hat_obs_dose,incorrect,16,13,13,1,hw7
46428984,prob_1_pval_dose,incorrect,16,13,13,1,hw7
46428984,prob_1_theta_hat_crit_dose,incorrect,16,13,13,1,hw7
46428984,prob_1_theta_hat_obs_interaction,incorrect,16,13,13,1,hw7
46428984,prob_1_pval_interaction,incorrect,16,13,13,1,hw7
46428984,prob_1_theta_hat_crit_interaction,incorrect,16,13,13,1,hw7
46428984,prob_1_r_result,incorrect,16,13,13,1,hw7
46428984,ans_2a,incorrect,16,13,13,1,hw7
46428984,ans_3,incorrect,16,13,13,1,hw7
46428984,ans_4,incorrect,16,13,13,1,hw7
45386439,prob_1_theta_hat_x,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_theta_hat_p,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_theta_hat_obs,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_pval_lower,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_pval_upper,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_theta_hat_crit_lower,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_theta_hat_crit_upper,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_ci_lower,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_ci_upper,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_decision,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_1_r_result,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_2_theta_hat_x,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_2_theta_hat_p,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_theta_hat_obs,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_pval_lower,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_pval_upper,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_theta_hat_crit_lower,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_theta_hat_crit_upper,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_ci_lower,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_ci_upper,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_decision,correct,17,22,33,0.666666666666667,hw5
45386439,prob_2_r_result,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_theta_hat_x,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_theta_hat_p,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_theta_hat_obs,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_pval_lower,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_pval_upper,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_theta_hat_crit_lower,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_theta_hat_crit_upper,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_ci_lower,correct,17,22,33,0.666666666666667,hw5
45386439,prob_4_ci_upper,correct,17,22,33,0.666666666666667,hw5
45386439,prob_4_decision,incorrect,17,22,33,0.666666666666667,hw5
45386439,prob_4_r_result,incorrect,17,22,33,0.666666666666667,hw5
45658218,prob_1_theta_hat_x,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_theta_hat_p,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_theta_hat_obs,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_pval_lower,correct,19,15,33,0.454545454545455,hw5
45658218,prob_1_pval_upper,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_theta_hat_crit_lower,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_theta_hat_crit_upper,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_ci_lower,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_ci_upper,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_decision,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_1_r_result,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_2_theta_hat_x,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_2_theta_hat_p,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_2_theta_hat_obs,incorrect,19,15,33,0.454545454545455,hw5
45658218,prob_2_pval_lower,correct,19,15,33,0.454545454545455,hw5
45658218,prob_2_pval_upper,correct,19,15,33,0.454545454545455,hw5
45658218,prob_2_theta_hat_crit_lower,correct,19,15,33,0.454545454545455,hw5
45658218,prob_2_theta_hat_crit_upper,correct,19,15,33,0.454545454545455,hw5
45658218,prob_2_ci_lower,correct,19,15,33,0.454545454545455,hw5
