condition,subject,block,acc_mean,rt_mean
short,309,20,0.64,0.51390716
short,309,21,0.56,0.58300228
short,309,22,0.48,0.54822756
short,309,23,0.44,0.50145388
short,309,24,0.64,0.5939134
short,310,1,0.76,1.45165496
short,310,2,0.8,1.18613888
short,310,3,0.88,0.98182048
short,310,4,0.84,1.10532836
short,310,5,0.6,1.22571852
short,310,6,0.92,0.91666744
short,310,7,0.96,0.85067544
short,310,8,0.92,0.82863624
short,310,9,0.8,0.91185364
short,310,10,0.8,0.92447896
short,310,11,1,0.84537028
short,310,12,0.8,0.92222364
short,310,13,0.88,1.01065196
short,310,14,0.84,0.79051912
short,310,15,0.92,0.78508728
short,310,16,0.84,0.8818128
short,310,17,0.92,0.99089892
short,310,18,0.96,0.7174928
short,310,19,0.88,0.75365652
short,310,20,0.96,0.90560064
short,310,21,0.92,0.84319396
short,310,22,1,0.8200814
short,310,23,0.8,0.7546312
short,310,24,0.96,0.7506928
short,311,1,0.76,1.56758908
short,311,2,0.76,1.09475516
short,311,3,0.68,1.022344
short,311,4,0.6,1.226746
short,311,5,0.76,1.18791612
short,311,6,0.68,1.06708112
short,311,7,0.64,0.93848896
short,311,8,0.72,0.95301788
short,311,9,0.76,0.94487116
short,311,10,0.84,1.14691264
short,311,11,0.96,1.05799368
short,311,12,0.96,0.95302396
short,311,13,1,0.946413
short,311,14,0.88,1.0712032
short,311,15,0.92,1.17071044
short,311,16,0.84,1.27534696
short,311,17,0.8,1.0356562
short,311,18,0.8,0.97865504
short,311,19,0.6,0.96565376
short,311,20,0.8,0.98876824
short,311,21,0.88,1.01963144
short,311,22,0.56,1.1535908
short,311,23,0.68,0.83870392
short,311,24,0.68,0.83695728
short,312,1,0.64,1.03770016
short,312,2,0.92,0.91644152
short,312,3,0.8,1.05089168
short,312,4,0.76,1.01568048
short,312,5,0.88,0.80789624
short,312,6,0.84,0.78993084
short,312,7,0.84,0.61435956
short,312,8,0.8,0.75730736
short,312,9,0.84,0.85641712
short,312,10,0.72,0.77611348
short,312,11,0.88,0.7202648
short,312,12,0.92,0.76503168
short,312,13,0.92,0.69813312
short,312,14,0.68,0.94347704
short,312,15,0.92,0.79362744
short,312,16,0.84,0.70199008
short,312,17,0.84,0.91932724
short,312,18,0.8,0.97778464
short,312,19,0.92,0.70615508
short,312,20,0.84,0.72178648
short,312,21,0.92,0.5988078
short,312,22,0.8,0.69256456
short,312,23,0.96,0.58592684
short,312,24,0.84,0.61614036
short,313,1,0.4,1.88985272
short,313,2,0.52,1.38347488
short,313,3,0.44,1.2819222
short,313,4,0.56,1.39142888
short,313,5,0.44,1.7149166
short,313,6,0.64,1.68795444
short,313,7,0.32,1.16377572
short,313,8,0.4,1.049292
short,313,9,0.52,1.02293044
short,313,10,0.64,1.138092
short,313,11,0.8,1.08050776
short,313,12,0.64,1.22103372
short,313,13,0.76,1.29130996
short,313,14,0.88,1.18457384
short,313,15,0.84,1.23435736
short,313,16,0.92,1.37410612
short,313,17,0.6,1.56454644
short,313,18,0.76,1.51359836
short,313,19,0.72,1.47683084
short,313,20,0.64,1.37604208
short,313,21,0.72,1.32012312
short,313,22,0.96,1.48327692
short,313,23,0.68,1.26166676
short,313,24,0.6,1.16922748
short,314,1,0.4,2.21424088
short,314,2,0.6,1.46245652
short,314,3,0.92,0.8035152
short,314,4,0.56,1.11958596
short,314,5,0.56,0.75410092
short,314,6,0.56,0.93143116
short,314,7,0.6,0.8526158
short,314,8,0.8,0.98116988
short,314,9,0.64,0.84102728
short,314,10,0.8,0.69638004
short,314,11,0.6,0.91994676
short,314,12,0.68,0.8848812
short,314,13,0.68,0.67765468
short,314,14,0.68,0.83901816
short,314,15,0.64,0.60176336
short,314,16,0.64,0.71555644
short,314,17,0.68,0.95360972
short,314,18,0.76,1.15792328
short,314,19,0.56,0.8220696
short,314,20,0.68,0.70855376
short,314,21,0.72,1.03189252
short,314,22,0.92,1.0540542
short,314,23,0.52,0.45219108
short,314,24,0.76,0.5455788
short,315,1,0.44,1.23128188
short,315,2,0.64,0.93766004
short,315,3,0.72,0.98040852
short,315,4,0.4,0.81129084
short,315,5,0.44,0.56649584
short,315,6,0.48,0.6841698
short,315,7,0.52,0.56083492
short,315,8,0.52,0.76685564
short,315,9,0.68,0.97391596
short,315,10,0.96,1.03910764
short,315,11,0.44,0.70810356
short,315,12,0.64,0.7117424
short,315,13,0.6,1.00301584
short,315,14,0.8,1.02818416
short,315,15,0.68,0.91414876
short,315,16,0.8,0.92507676
short,315,17,0.52,1.18581436
short,315,18,0.64,1.18794844
short,315,19,0.76,0.98079632
short,315,20,0.8,0.90584448
short,315,21,0.76,0.86012384
short,315,22,0.88,1.01837344
short,315,23,0.76,0.75688884
short,315,24,0.8,0.91906616
