keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,1.7856,,,,,,,,0.6856,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,7,7,5,1
b,1,1.9587,,,,,,,,0.4587,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,0,8,8,4,1
c,1,1.4251,,,,,,,,0.3251,,,,,,,,1.1,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,0,9,0,1
v,1,1.9599,,,,,,,,0.4599,,,,,,,,1.5,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,1,10,2,1
c,0,1.6655,,,,,,,,0.5655,,,,,,,,1.1,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,2,11,5,1
v,0,0.0711,,,,,,,,-1.2289,,,,,,,,1.3,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,3,12,3,1
b,1,1.8992,,,,,,,,0.5992,,,,,,,,1.3,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,4,13,1,1
b,1,1.7198,,,,,,,,0.6198,,,,,,,,1.1,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,5,14,7,1
v,1,1.8817,,,,,,,,0.5817,,,,,,,,1.3,images/target_square.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,6,15,8,1
b,1,2.0304,,,,,,,,0.5304,,,,,,,,1.5,images/target_plus.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,7,16,4,1
c,1,2.1892,,,,,,,,0.6892,,,,,,,,1.5,images/target_cross.jpg,000,001,2022-04-05_15h10.31.895,choiceRTT,2021.2.3,Win32,59.672992,,,,,,,1,8,17,6,1
