fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,resp.rt,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,left,1,,,,,,stim/both.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5246,,,0,38,38,17,1
0.45,right,1,,,,,,stim/upper.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4532,,,0,39,39,8,1
0.9,left,1,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4513,,,0,40,40,32,1
0.9,right,1,,,,,,stim/blank.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.356900001,,,0,41,41,43,1
0.8,left,1,,,,,,stim/centre.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.554,,,0,42,42,18,1
0.7,right,1,,,,,,stim/both.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4855,,,0,43,43,37,1
0.75,right,1,,,,,,stim/centre.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.349799999,,,0,44,44,10,1
1.5,left,0,,,,,,stim/lower.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.397200001,,,0,45,45,20,1
1.05,right,1,,,,,,stim/both.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4495,,,0,46,46,41,1
1.25,right,1,,,,,,stim/both.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5143,,,0,47,47,21,1
1.05,left,1,,,,,,stim/upper.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6318,,,1,0,48,16,1
1.35,right,1,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4643,,,1,1,49,38,1
0.95,right,1,,,,,,stim/blank.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3354,,,1,2,50,43,1
1.5,right,1,,,,,,stim/both.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4706,,,1,3,51,5,1
0.7,left,0,,,,,,stim/blank.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.526,,,1,4,52,27,1
1.3,right,1,,,,,,stim/upper.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5425,,,1,5,53,40,1
0.6,left,1,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5329,,,1,6,54,35,1
0.65,left,1,,,,,,stim/blank.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6554,,,1,7,55,3,1
0.55,left,1,,,,,,stim/both.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6006,,,1,8,56,29,1
0.8,right,1,,,,,,stim/both.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.8228,,,1,9,57,41,1
1,right,0,,,,,,stim/lower.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5422,,,1,10,58,12,1
0.45,left,1,,,,,,stim/both.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4591,,,1,11,59,33,1
1.15,right,1,,,,,,stim/centre.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.648299999,,,1,12,60,26,1
1.2,left,1,,,,,,stim/centre.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3693,,,1,13,61,46,1
0.9,left,1,,,,,,stim/upper.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4811,,,1,14,62,0,1
0.4,right,1,,,,,,stim/centre.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.507,,,1,15,63,42,1
1.1,right,1,,,,,,stim/both.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.569599999,,,1,16,64,21,1
0.8,left,1,,,,,,stim/blank.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.349200001,,,1,17,65,47,1
0.4,right,1,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.629599999,,,1,18,66,39,1
0.65,left,1,,,,,,stim/both.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.7514,,,1,19,67,17,1
0.45,right,1,,,,,,stim/centre.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4502,,,1,20,68,6,1
1.25,right,0,,,,,,stim/lower.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5708,,,1,21,69,28,1
1.15,left,1,,,,,,stim/lower.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4633,,,1,22,70,44,1
1.25,right,1,,,,,,stim/upper.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.718,,,1,23,71,24,1
1.5,left,1,,,,,,stim/centre.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.430900001,,,1,24,72,2,1
1.2,right,1,,,,,,stim/upper.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.414200001,,,1,25,73,8,1
1.5,left,1,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.530599999,,,1,26,74,34,1
1.3,right,1,,,,,,stim/blank.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.8068,,,1,27,75,23,1
0.7,left,1,,,,,,stim/both.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.449,,,1,28,76,45,1
1.15,right,1,,,,,,stim/blank.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.522400001,,,1,29,77,11,1
1.15,right,1,,,,,,stim/lower.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5146,,,1,30,78,4,1
0.65,left,1,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.418799999,,,1,31,79,32,1
0.6,left,1,,,,,,stim/centre.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6171,,,1,32,80,14,1
1.4,right,1,,,,,,stim/centre.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.442200001,,,1,33,81,10,1
0.55,right,1,,,,,,stim/both.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.466900001,,,1,34,82,9,1
0.85,left,0,,,,,,stim/lower.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3532,,,1,35,83,20,1
1.1,left,1,,,,,,stim/both.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5477,,,1,36,84,1,1
0.95,left,1,,,,,,stim/blank.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.509599999,,,1,37,85,19,1
1.3,left,1,,,,,,stim/centre.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.505900001,,,1,38,86,18,1
0.65,left,1,,,,,,stim/both.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,1.0878,,,1,39,87,13,1
0.4,left,0,,,,,,stim/centre.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.319,,,1,40,88,22,1
1.4,right,1,,,,,,stim/blank.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.581,,,1,41,89,7,1
1.4,right,0,,,,,,stim/centre.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3725,,,1,42,90,30,1
1.4,,0,,,,,,stim/blank.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,,,,1,43,91,31,1
