,group,condition,subject,phase,trial,target,hand_angle,error,movement_time,reaction_time,peak_velocity,rot_direction,rot
6067,1,1,10,Adaptation,216,0,22.536189999999998,-7.4638100000000005,598.9643432999999,188.8059628,,CCW,-30
7431,1,0,10,Generalisation,326,90,10.04591269,10.04591269,,,,CCW,0
3877,1,0,10,Base,19,-120,-0.591,-0.591,0.647708,0.5055850000000001,0.194274,CCW,0
6068,1,1,10,Adaptation,217,0,23.08419,-6.9158100000000005,1197.574786,620.0597412999999,,CCW,-30
7432,1,0,10,Generalisation,327,-150,12.71673617,12.71673617,,,,CCW,0
3865,1,0,10,Base,20,-90,1.33,1.33,0.738079,0.362745,0.19183,CCW,0
6069,1,1,10,Adaptation,218,0,27.505309999999998,-2.4946900000000003,1000.2134880000001,429.50024339999993,,CCW,-30
7433,1,0,10,Generalisation,328,30,25.13738955,25.13738955,,,,CCW,0
3834,1,0,10,Base,21,-30,1.62,1.62,0.860624,0.5976090000000001,0.0876566,CCW,0
6070,1,1,10,Adaptation,219,0,22.956139999999998,-7.0438600000000005,752.8557258999999,375.7350771,,CCW,-30
7434,1,0,10,Generalisation,329,0,28.50901038,28.50901038,,,,CCW,0
3937,1,1,10,Base,22,-60,-1.28,-1.28,0.8494889999999999,0.407923,0.136853,CCW,0
6071,1,1,10,Adaptation,220,0,32.32333,2.32333,684.9851913,300.0450453,,CCW,-30
7435,1,0,10,Generalisation,330,-60,19.82540245,19.82540245,,,,CCW,0
3814,1,0,10,Base,23,120,-4.17,-4.17,0.680262,0.307802,0.11723800000000001,CCW,0
6072,1,1,10,Adaptation,221,0,26.4585,-3.5415,978.0995798,421.73570889999996,,CCW,-30
7436,1,0,10,Generalisation,331,0,30.3856625,30.3856625,,,,CCW,0
3800,1,0,10,Base,24,90,3.59,3.59,0.812476,0.42863999999999997,0.00848035,CCW,0
6073,1,1,10,Adaptation,222,0,32.73464,2.73464,842.680589,265.54830530000004,,CCW,-30
7437,1,0,10,Generalisation,332,0,28.33889222,28.33889222,,,,CCW,0
3772,1,0,10,Base,25,0,-3.09,-3.09,0.503344,0.172043,0.11568900000000001,CCW,0
6074,1,1,10,Adaptation,223,0,27.07252,-2.92748,891.1842898,486.9448772,,CCW,-30
7438,1,0,10,Generalisation,333,-30,26.72773305,26.72773305,,,,CCW,0
3809,1,0,10,Base,26,90,-1.75,-1.75,0.68156,0.387846,0.134069,CCW,0
6075,1,1,10,Adaptation,224,0,33.9208,3.9208,969.7024219000001,286.1364932,,CCW,-30
7439,1,0,10,Generalisation,334,-60,20.52986985,20.52986985,,,,CCW,0
3833,1,0,10,Base,27,150,-0.0117,-0.0117,0.9109950000000001,0.335577,0.156804,CCW,0
6076,1,1,10,Adaptation,225,0,33.1711,3.1711,673.9355441,321.6248884,,CCW,-30
7440,1,0,10,Generalisation,335,-150,13.40557085,13.40557085,,,,CCW,0
3955,1,1,10,Base,28,-150,-3.08,-3.08,0.71259,0.291677,0.056800300000000005,CCW,0
6077,1,1,10,Adaptation,226,0,25.97608,-4.0239199999999995,676.8061971,170.9842424,,CCW,-30
7441,1,0,10,Generalisation,336,30,26.66435876,26.66435876,,,,CCW,0
3842,1,0,10,Base,29,-30,-3.62,-3.62,0.8453370000000001,0.394926,0.11559900000000001,CCW,0
6078,1,1,10,Adaptation,227,0,27.274420000000003,-2.72558,806.203609,285.2851399,,CCW,-30
7442,1,0,10,Generalisation,337,150,13.50240705,13.50240705,,,,CCW,0
3894,1,1,10,Base,30,0,1.51,1.51,0.6191840000000001,0.538381,0.158139,CCW,0
6079,1,1,10,Adaptation,228,0,34.82443,4.82443,923.2333586000001,418.3743895,,CCW,-30
7443,1,0,10,Generalisation,338,0,28.40978381,28.40978381,,,,CCW,0
3798,1,0,10,Base,31,90,-0.392,-0.392,0.826262,0.029463299999999998,0.210272,CCW,0
6080,1,1,10,Adaptation,229,0,30.341872,0.34187199999999995,762.4114916,309.7775109,,CCW,-30
7444,1,0,10,Generalisation,339,-30,27.29156283,27.29156283,,,,CCW,0
3924,1,1,10,Base,32,150,1.65,1.65,0.524605,0.6723680000000001,0.100523,CCW,0
6081,1,1,10,Adaptation,230,0,30.736462,0.736462,930.0548389,252.40809069999997,,CCW,-30
7445,1,0,10,Generalisation,340,-90,9.927251727,9.927251727,,,,CCW,0
3850,1,0,10,Base,33,-60,-3.57,-3.57,0.74544,0.36846599999999996,0.0439335,CCW,0
6082,1,1,10,Adaptation,231,0,30.7635,0.7635,723.5517206000001,366.8519145,,CCW,-30
7446,1,0,10,Generalisation,341,90,11.8937603,11.8937603,,,,CCW,0
3816,1,0,10,Base,34,120,-2.09,-2.09,0.786904,0.20838099999999998,0.25425,CCW,0
6083,1,1,10,Adaptation,232,0,36.23598,6.2359800000000005,1002.4728460000001,398.1415487,,CCW,-30
7447,1,0,10,Generalisation,342,60,19.3876108,19.3876108,,,,CCW,0
3888,1,0,10,Base,35,-150,1.32,1.32,0.8552489999999999,0.422458,0.11585899999999999,CCW,0
6084,1,1,10,Adaptation,233,0,38.8651,8.8651,623.0214832,524.3829949,,CCW,-30
7448,1,0,10,Generalisation,343,60,19.11742491,19.11742491,,,,CCW,0
3857,1,0,10,Base,36,-60,1.96,1.96,0.980015,0.335575,0.150072,CCW,0
6085,1,1,10,Adaptation,234,0,35.09552,5.09552,1047.01061,455.62134230000004,,CCW,-30
7449,1,0,10,Generalisation,344,-90,9.449606126,9.449606126,,,,CCW,0
3891,1,0,10,Base,37,-150,-2.57,-2.57,0.606535,0.38450300000000004,0.113499,CCW,0
6086,1,1,10,Adaptation,235,0,30.362022999999997,0.362023,823.1216992000001,501.28468110000006,,CCW,-30
7450,1,0,10,Generalisation,345,120,8.900694153,8.900694153,,,,CCW,0
3782,1,0,10,Base,38,30,-0.809,-0.809,0.727577,0.485084,0.151289,CCW,0
6087,1,1,10,Adaptation,236,0,37.72994,7.729939999999999,518.3407503000001,309.6312276,,CCW,-30
7451,1,0,10,Generalisation,346,90,11.83667133,11.83667133,,,,CCW,0
3943,1,1,10,Base,39,-90,-2.64,-2.64,0.814665,-0.0525381,0.158385,CCW,0
6088,1,1,10,Adaptation,237,0,23.91069,-6.08931,891.8959883,417.1924702,,CCW,-30
7452,1,0,10,Generalisation,347,-120,9.294064759,9.294064759,,,,CCW,0
3944,1,1,10,Base,40,-90,1.36,1.36,0.587829,0.121048,0.21138400000000002,CCW,0
6089,1,1,10,Adaptation,238,0,36.15077,6.15077,510.7065195,548.5704202000001,,CCW,-30
7453,1,0,10,Generalisation,348,-150,12.84715302,12.84715302,,,,CCW,0
3869,1,0,10,Base,41,-90,-2.68,-2.68,0.819779,0.306842,0.206663,CCW,0
6090,1,1,10,Adaptation,239,0,35.32606,5.32606,901.8454659,494.0968508,,CCW,-30
7454,1,0,10,Generalisation,349,60,18.81537155,18.81537155,,,,CCW,0
3929,1,1,10,Base,42,150,1.51,1.51,0.786928,0.451903,0.171979,CCW,0
6091,1,1,10,Adaptation,240,0,23.5764,-6.4236,863.8171593000001,340.7965124,,CCW,-30
7455,1,0,10,Generalisation,350,120,11.59611718,11.59611718,,,,CCW,0
3914,1,1,10,Base,43,90,3.35,3.35,0.727577,0.346139,0.11143499999999999,CCW,0
6092,1,1,10,Adaptation,241,0,20.20909,-9.79091,790.8634359,256.9206804,,CCW,-30
7456,1,0,10,Generalisation,351,30,25.30789734,25.30789734,,,,CCW,0
3873,1,0,10,Base,44,-120,-0.8420000000000001,-0.8420000000000001,0.8281940000000001,0.348466,0.127935,CCW,0
6093,1,1,10,Adaptation,242,0,32.16809,2.1680900000000003,712.027709,450.87834969999994,,CCW,-30
7457,1,0,10,Generalisation,352,60,20.56944723,20.56944723,,,,CCW,0
3838,1,0,10,Base,45,-30,-2.0,-2.0,0.749955,0.390987,0.14009000000000002,CCW,0
6094,1,1,10,Adaptation,243,0,30.739762,0.739762,942.7800494999999,405.1029423,,CCW,-30
7458,1,0,10,Generalisation,353,-30,27.56423347,27.56423347,,,,CCW,0
3849,1,0,10,Base,46,-60,0.139,0.139,0.7371489999999999,0.310223,0.160217,CCW,0
6095,1,1,10,Adaptation,244,0,21.56092,-8.43908,937.0632616,430.00196100000005,,CCW,-30
7459,1,0,10,Generalisation,354,-30,25.72882556,25.72882556,,,,CCW,0
3889,1,0,10,Base,47,-150,0.978,0.978,1.00145,0.41202700000000003,0.225446,CCW,0
6096,1,1,10,Adaptation,245,0,31.81747,1.8174700000000001,560.9510452000001,383.69311760000005,,CCW,-30
7460,1,0,10,Generalisation,355,30,26.94159523,26.94159523,,,,CCW,0
3880,1,0,10,Base,48,-120,-9.08,-9.08,0.6529510000000001,0.399536,0.21124600000000002,CCW,0
6097,1,1,10,Adaptation,246,0,21.99074,-8.009260000000001,640.2613147999999,300.3517909,,CCW,-30
7461,1,0,10,Generalisation,356,-30,24.99782956,24.99782956,,,,CCW,0
3860,1,0,10,Base,49,-90,3.63,3.63,0.8789530000000001,0.300836,0.154476,CCW,0
6098,1,1,10,Adaptation,247,0,25.55676,-4.44324,742.1219082,433.2718383,,CCW,-30
7462,1,0,10,Generalisation,357,0,27.93719917,27.93719917,,,,CCW,0
3847,1,0,10,Base,50,-60,-0.222,-0.222,0.709803,0.444063,0.148396,CCW,0
6099,1,1,10,Adaptation,248,0,26.625659999999996,-3.37434,982.9379447999999,478.312086,,CCW,-30
7463,1,0,10,Generalisation,358,-150,12.42713893,12.42713893,,,,CCW,0
3900,1,1,10,Base,51,30,0.8009999999999999,0.8009999999999999,0.624836,0.365167,0.15972,CCW,0
6100,1,1,10,Adaptation,249,0,31.56642,1.5664200000000001,818.2823158,358.8196044,,CCW,-30
7464,1,0,10,Generalisation,359,-120,9.216026715,9.216026715,,,,CCW,0
3917,1,1,10,Base,52,90,-0.449,-0.449,0.7089260000000001,0.268241,0.09121280000000001,CCW,0
6101,1,1,10,Adaptation,250,0,23.120060000000002,-6.8799399999999995,802.2262401,650.3587805,,CCW,-30
7465,1,0,10,Generalisation,360,-60,19.32771389,19.32771389,,,,CCW,0
3810,1,0,10,Base,53,120,-0.865,-0.865,0.769464,0.43053500000000006,0.141986,CCW,0
6102,1,1,10,Adaptation,251,0,28.926540000000003,-1.07346,878.6481547000001,569.782435,,CCW,-30
7466,1,0,10,Generalisation,361,150,14.86480316,14.86480316,,,,CCW,0
3863,1,0,10,Base,54,-90,-4.33,-4.33,1.03492,0.44628999999999996,0.143653,CCW,0
6103,1,1,10,Adaptation,252,0,33.71335,3.71335,887.8929698999999,510.4711325,,CCW,-30
7467,1,0,10,Generalisation,362,-120,10.93823045,10.93823045,,,,CCW,0
3875,1,0,10,Base,55,-120,-0.585,-0.585,0.730889,0.21272399999999997,0.133475,CCW,0
6104,1,1,10,Adaptation,253,0,27.491840000000003,-2.5081599999999997,709.9234295,187.1157588,,CCW,-30
7468,1,0,10,Generalisation,363,90,10.26835979,10.26835979,,,,CCW,0
3910,1,1,10,Base,56,60,-4.12,-4.12,0.79651,0.0630383,0.19736199999999998,CCW,0
6105,1,1,10,Adaptation,254,0,30.820536999999998,0.8205370000000001,578.2535265,327.508441,,CCW,-30
7469,1,0,10,Generalisation,364,-120,11.79581222,11.79581222,,,,CCW,0
3799,1,0,10,Base,57,90,2.36,2.36,0.9001889999999999,0.621897,0.105734,CCW,0
6106,1,1,10,Adaptation,255,0,28.59843,-1.40157,610.0589294,252.278619,,CCW,-30
7470,1,0,10,Generalisation,365,90,11.20271057,11.20271057,,,,CCW,0
3881,1,0,10,Base,58,-120,-0.0447,-0.0447,0.713733,0.367141,0.17976,CCW,0
6107,1,1,10,Adaptation,256,0,24.30827,-5.691730000000001,893.0989425,404.2111296,,CCW,-30
7471,1,0,10,Generalisation,366,0,29.45350853,29.45350853,,,,CCW,0
3871,1,0,10,Base,59,-120,2.68,2.68,0.46039300000000005,0.392979,0.0525751,CCW,0
6108,1,1,10,Adaptation,257,0,27.29225,-2.70775,841.497544,278.1598955,,CCW,-30
7472,1,0,10,Generalisation,367,150,13.73518575,13.73518575,,,,CCW,0
3779,1,0,10,Base,60,30,2.6,2.6,0.641813,0.31049699999999997,0.111981,CCW,0
6109,1,1,10,Adaptation,258,0,30.200059999999997,0.20006,617.7673191,340.00298300000003,,CCW,-30
7473,1,0,10,Generalisation,368,90,9.918642404,9.918642404,,,,CCW,0
3907,1,1,10,Base,61,60,-3.53,-3.53,0.8248979999999999,0.618733,0.0889867,CCW,0
6110,1,1,10,Adaptation,259,0,28.609309999999997,-1.39069,742.6711274,392.6404438,,CCW,-30
7474,1,0,10,Generalisation,369,-60,19.48465834,19.48465834,,,,CCW,0
3940,1,1,10,Base,62,-60,1.58,1.58,0.875233,0.157684,0.241564,CCW,0
6111,1,1,10,Adaptation,260,0,32.541540000000005,2.5415400000000004,799.9588172,363.8534738,,CCW,-30
7475,1,0,10,Generalisation,370,60,18.12009281,18.12009281,,,,CCW,0
3828,1,0,10,Base,63,150,0.319,0.319,0.721092,0.526874,0.25590300000000005,CCW,0
6112,1,1,10,Adaptation,261,0,20.92057,-9.07943,867.9066457999999,384.09646539999994,,CCW,-30
7476,1,0,10,Generalisation,371,150,15.00025626,15.00025626,,,,CCW,0
3887,1,0,10,Base,64,-150,0.255,0.255,0.739754,0.051866999999999996,0.21315100000000003,CCW,0
6113,1,1,10,Adaptation,262,0,35.36723,5.36723,705.6080965,393.8481897,,CCW,-30
7477,1,0,10,Generalisation,372,120,11.778198800000002,11.778198800000002,,,,CCW,0
3899,1,1,10,Base,65,0,4.17,4.17,0.7405619999999999,0.237346,0.09948539999999999,CCW,0
6114,1,1,10,Adaptation,263,0,30.220888000000002,0.220888,862.303258,378.1162478,,CCW,-30
7478,1,0,10,Generalisation,373,30,26.69796464,26.69796464,,,,CCW,0
3851,1,0,10,Base,66,-60,-2.01,-2.01,0.6302,0.408249,0.145868,CCW,0
6115,1,1,10,Adaptation,264,0,26.44111,-3.5588900000000003,758.5614517999999,392.9571957,,CCW,-30
7479,1,0,10,Generalisation,374,120,11.17909791,11.17909791,,,,CCW,0
3845,1,0,10,Base,67,-30,-2.55,-2.55,0.636126,0.42479300000000003,0.064809,CCW,0
6116,1,1,10,Adaptation,265,0,35.80995,5.80995,746.3900943,374.62252810000007,,CCW,-30
3942,1,1,10,Base,68,-90,-4.52,-4.52,0.604271,0.142495,0.171821,CCW,0
6117,1,1,10,Adaptation,266,0,30.698431,0.698431,815.3245642,385.98199260000007,,CCW,-30
3770,1,0,10,Base,69,0,2.97,2.97,0.788357,0.30507399999999996,0.191388,CCW,0
6118,1,1,10,Adaptation,267,0,27.91157,-2.08843,759.8677285,400.2372664,,CCW,-30
3792,1,0,10,Base,70,60,-4.58,-4.58,0.524605,0.197639,0.21053200000000002,CCW,0
6119,1,1,10,Adaptation,268,0,21.16628,-8.83372,715.3133396000001,388.74232739999997,,CCW,-30
3958,1,1,10,Base,71,-150,0.158,0.158,0.822835,0.299388,0.15567999999999999,CCW,0
6120,1,1,10,Adaptation,269,0,33.56797,3.56797,645.9320353999999,250.8499789,,CCW,-30
3946,1,1,10,Base,72,-90,2.38,2.38,0.953377,0.46088,0.048169199999999995,CCW,0
6121,1,1,10,Adaptation,270,0,27.747490000000003,-2.25251,808.9255644,519.9426106000001,,CCW,-30
3797,1,0,10,Base,73,60,-0.8809999999999999,-0.8809999999999999,0.786928,0.454509,0.198195,CCW,0
6122,1,1,10,Adaptation,271,0,32.71526,2.71526,702.0205375,466.0701268,,CCW,-30
3872,1,0,10,Base,74,-120,-0.198,-0.198,0.548128,0.10709500000000001,0.106644,CCW,0
6123,1,1,10,Adaptation,272,0,29.327954,-0.672046,560.7122584,281.313646,,CCW,-30
3787,1,0,10,Base,75,60,1.76,1.76,0.8622690000000001,0.420484,0.117129,CCW,0
6124,1,1,10,Adaptation,273,0,29.282068,-0.717932,782.1780428999999,352.4670224,,CCW,-30
3812,1,0,10,Base,76,120,1.1,1.1,0.770098,0.46698199999999995,0.14202,CCW,0
6125,1,1,10,Adaptation,274,0,34.02768,4.02768,813.8274037000001,328.85004169999996,,CCW,-30
3876,1,0,10,Base,77,-120,-0.981,-0.981,0.56677,0.301284,0.10301300000000001,CCW,0
6126,1,1,10,Adaptation,275,0,28.370379999999997,-1.62962,823.2893862000001,369.1894292,,CCW,-30
3895,1,1,10,Base,78,0,1.28,1.28,0.770463,0.35807100000000003,0.101954,CCW,0
6127,1,1,10,Adaptation,276,0,27.889409999999998,-2.11059,793.3655627,314.2078475,,CCW,-30
3837,1,0,10,Base,79,-30,0.68,0.68,0.904797,0.288966,0.121608,CCW,0
6128,1,1,10,Adaptation,277,0,29.9333061,-0.0666939,752.8622949,307.04427210000006,,CCW,-30
3905,1,1,10,Base,80,30,0.00511,0.00511,0.744374,0.756518,0.170125,CCW,0
6129,1,1,10,Adaptation,278,0,28.22164,-1.77836,771.1049777000001,392.2343262,,CCW,-30
3780,1,0,10,Base,81,30,0.316,0.316,0.67009,0.445586,0.142208,CCW,0
6130,1,1,10,Adaptation,279,0,23.443720000000003,-6.55628,911.0571882999999,364.5199453,,CCW,-30
3774,1,0,10,Base,82,30,1.4,1.4,0.809138,0.41312299999999996,0.10487300000000001,CCW,0
6131,1,1,10,Adaptation,280,0,24.96687,-5.03313,971.6988029999999,358.35125370000003,,CCW,-30
3839,1,0,10,Base,83,-30,0.877,0.877,0.809375,0.571757,0.105993,CCW,0
6132,1,1,10,Adaptation,281,0,26.124570000000002,-3.87543,699.7059386,468.5293698,,CCW,-30
3805,1,0,10,Base,84,90,2.59,2.59,0.8494889999999999,0.185673,0.246821,CCW,0
6133,1,1,10,Adaptation,282,0,27.041729999999998,-2.95827,599.3079598999999,381.1379142,,CCW,-30
3931,1,1,10,Base,85,-30,-4.16,-4.16,0.792655,0.559761,0.0828335,CCW,0
6134,1,1,10,Adaptation,283,0,33.95251,3.9525099999999997,804.1445529,453.758813,,CCW,-30
3820,1,0,10,Base,86,120,-3.09,-3.09,0.8467020000000001,0.231794,0.13560999999999998,CCW,0
6135,1,1,10,Adaptation,284,0,27.459490000000002,-2.54051,702.1392099999999,362.7666432,,CCW,-30
3762,1,0,10,Base,87,0,-3.24,-3.24,0.8724709999999999,0.47079099999999996,0.16895,CCW,0
6136,1,1,10,Adaptation,285,0,30.193634999999997,0.193635,755.4305846,283.129383,,CCW,-30
3844,1,0,10,Base,88,-30,1.15,1.15,0.9231950000000001,0.455823,0.145304,CCW,0
6137,1,1,10,Adaptation,286,0,32.12545,2.12545,753.5115367000001,257.3001696,,CCW,-30
3867,1,0,10,Base,89,-90,2.79,2.79,0.663087,0.42712100000000003,0.028404099999999998,CCW,0
6138,1,1,10,Adaptation,287,0,25.29965,-4.70035,789.4063478999999,483.976697,,CCW,-30
3925,1,1,10,Base,90,150,0.125,0.125,1.02547,0.25167399999999995,0.09806269999999999,CCW,0
6139,1,1,10,Adaptation,288,0,26.00864,-3.99136,650.786546,330.48364,,CCW,-30
3920,1,1,10,Base,91,120,0.556,0.556,0.761716,0.28522800000000004,0.183365,CCW,0
6140,1,1,10,Adaptation,289,0,29.127482,-0.872518,673.1235722,321.1884904,,CCW,-30
3786,1,0,10,Base,92,60,1.57,1.57,0.816171,0.41191700000000003,0.194734,CCW,0
6141,1,1,10,Adaptation,290,0,20.82958,-9.17042,676.243485,370.9669395,,CCW,-30
3802,1,0,10,Base,93,90,4.41,4.41,0.882877,0.32716999999999996,0.14865799999999998,CCW,0
6142,1,1,10,Adaptation,291,0,32.85382,2.8538200000000002,672.1043792,397.8510311,,CCW,-30
3825,1,0,10,Base,94,150,2.01,2.01,0.577863,0.378251,0.00462599,CCW,0
6143,1,1,10,Adaptation,292,0,28.06018,-1.93982,937.5041077,396.43654269999996,,CCW,-30
3906,1,1,10,Base,95,60,1.68,1.68,0.816991,0.450269,0.0477114,CCW,0
6144,1,1,10,Adaptation,293,0,30.970781,0.9707809999999999,887.7869856000001,403.53569760000005,,CCW,-30
3953,1,1,10,Base,96,-120,-3.9,-3.9,0.8647610000000001,-0.042557099999999994,0.128364,CCW,0
6145,1,1,10,Adaptation,294,0,22.56492,-7.43508,711.5256698,333.6006592,,CCW,-30
3884,1,0,10,Base,97,-150,6.68,6.68,0.8427600000000001,0.404393,0.162801,CCW,0
6146,1,1,10,Adaptation,295,0,29.205060999999997,-0.7949390000000001,791.1337948,137.747005,,CCW,-30
3840,1,0,10,Base,98,-30,-1.2,-1.2,0.858822,0.23933400000000002,0.12971300000000002,CCW,0
6147,1,1,10,Adaptation,296,0,34.83909,4.839090000000001,633.9708824,382.6988229,,CCW,-30
3923,1,1,10,Base,99,120,-4.39,-4.39,0.47169300000000003,0.142805,0.066854,CCW,0
6148,1,1,10,Adaptation,297,0,28.886290000000002,-1.11371,705.0525866,276.3744646,,CCW,-30
3952,1,1,10,Base,100,-120,0.45,0.45,0.8467020000000001,0.21518099999999998,0.144284,CCW,0
6149,1,1,10,Adaptation,298,0,28.583920000000003,-1.41608,736.0768724999999,407.86609619999996,,CCW,-30
3874,1,0,10,Base,101,-120,-1.49,-1.49,0.6818930000000001,0.40847,0.153445,CCW,0
6150,1,1,10,Adaptation,299,0,28.52308,-1.47692,721.9636807,336.7272039,,CCW,-30
3862,1,0,10,Base,102,-90,-1.07,-1.07,0.698388,0.488133,0.010145200000000002,CCW,0
6151,1,1,10,Adaptation,300,0,38.651759999999996,8.651760000000001,657.3119214,319.7712948,,CCW,-30
3948,1,1,10,Base,103,-120,-8.92,-8.92,0.786904,0.56892,0.159423,CCW,0
6152,1,1,10,Adaptation,301,0,25.57122,-4.428780000000001,708.3286696,315.1390349,,CCW,-30
3796,1,0,10,Base,104,60,-4.15,-4.15,0.8483850000000001,0.254958,0.10633800000000002,CCW,0
6153,1,1,10,Adaptation,302,0,43.3637,13.3637,710.9750644999999,315.8598453,,CCW,-30
3841,1,0,10,Base,105,-30,-1.41,-1.41,0.7603300000000001,0.220786,0.101852,CCW,0
6154,1,1,10,Adaptation,303,0,28.56946,-1.43054,782.8568863,324.33813460000005,,CCW,-30
3783,1,0,10,Base,106,30,-1.43,-1.43,0.773104,0.29852399999999996,0.114147,CCW,0
6155,1,1,10,Adaptation,304,0,36.956109999999995,6.956110000000001,787.2625452000001,345.7073,,CCW,-30
3928,1,1,10,Base,107,150,0.21899999999999997,0.21899999999999997,0.8483850000000001,0.557826,0.15094000000000002,CCW,0
6156,1,1,10,Adaptation,305,0,29.681341999999997,-0.318658,735.4236121,448.6709536999999,,CCW,-30
3804,1,0,10,Base,108,90,-4.08,-4.08,0.787832,0.191669,0.15089,CCW,0
6157,1,1,10,Adaptation,306,0,22.35165,-7.64835,766.3056539,314.67406689999996,,CCW,-30
3815,1,0,10,Base,109,120,0.997,0.997,0.8895290000000001,0.42714300000000005,0.179524,CCW,0
6158,1,1,10,Adaptation,307,0,30.136352000000002,0.136352,687.6326152,344.57316119999996,,CCW,-30
3897,1,1,10,Base,110,0,-4.04,-4.04,0.666186,0.554329,0.09313969999999999,CCW,0
6159,1,1,10,Adaptation,308,0,22.109,-7.891,743.1301862,213.2446871,,CCW,-30
3819,1,0,10,Base,111,120,-3.41,-3.41,0.796041,0.306873,0.171238,CCW,0
3777,1,0,10,Base,112,30,1.6,1.6,0.8249719999999999,0.263884,0.14543399999999998,CCW,0
3945,1,1,10,Base,113,-90,-1.82,-1.82,0.6303,0.21653699999999998,0.122017,CCW,0
3919,1,1,10,Base,114,120,-1.54,-1.54,0.771558,0.5214949999999999,0.09273769999999999,CCW,0
3763,1,0,10,Base,115,0,5.6,5.6,1.00542,0.46463699999999997,0.185201,CCW,0
3776,1,0,10,Base,116,30,-2.95,-2.95,0.832015,0.392388,0.08933719999999999,CCW,0
3794,1,0,10,Base,117,60,1.22,1.22,0.68876,0.404675,0.306143,CCW,0
3813,1,0,10,Base,118,120,-0.0472,-0.0472,0.6771020000000001,0.367654,0.195806,CCW,0
3817,1,0,10,Base,119,120,-1.46,-1.46,0.8258559999999999,0.15692799999999998,0.192996,CCW,0
3878,1,0,10,Base,120,-120,2.27,2.27,0.716148,0.546039,0.06788380000000001,CCW,0
3807,1,0,10,Base,121,90,-3.58,-3.58,0.636482,0.44093699999999997,0.162017,CCW,0
3848,1,0,10,Base,122,-60,-1.02,-1.02,0.786334,0.278671,0.116086,CCW,0
3956,1,1,10,Base,123,-150,-3.33,-3.33,0.548944,0.310488,0.148249,CCW,0
3769,1,0,10,Base,124,0,-0.828,-0.828,0.9027620000000001,0.10575,0.16256199999999998,CCW,0
3951,1,1,10,Base,125,-120,0.0491,0.0491,0.796041,0.6595439999999999,0.26363600000000004,CCW,0
3890,1,0,10,Base,126,-150,0.42200000000000004,0.42200000000000004,0.8490989999999999,0.508851,0.156711,CCW,0
3927,1,1,10,Base,127,150,1.16,1.16,0.785529,0.039360900000000004,0.16063,CCW,0
3939,1,1,10,Base,128,-60,-1.12,-1.12,0.636482,0.220374,0.0182887,CCW,0
3957,1,1,10,Base,129,-150,-0.938,-0.938,0.794139,0.375921,0.053779099999999996,CCW,0
3775,1,0,10,Base,130,30,-1.77,-1.77,0.735698,0.328266,0.12463900000000001,CCW,0
3801,1,0,10,Base,131,90,0.304,0.304,0.7204010000000001,0.550339,0.121717,CCW,0
3949,1,1,10,Base,132,-120,-2.95,-2.95,0.8258559999999999,0.136484,0.192268,CCW,0
3864,1,0,10,Base,133,-90,0.871,0.871,0.747306,0.515546,0.11934700000000001,CCW,0
3793,1,0,10,Base,134,60,-5.05,-5.05,1.02547,0.497595,0.14552,CCW,0
3831,1,0,10,Base,135,150,-5.87,-5.87,0.831467,0.327984,0.10915699999999999,CCW,0
3811,1,0,10,Base,136,120,0.149,0.149,0.613438,0.552361,0.142158,CCW,0
3932,1,1,10,Base,137,-30,-2.15,-2.15,0.8832959999999999,0.62316,0.197326,CCW,0
3901,1,1,10,Base,138,30,-3.58,-3.58,0.9027620000000001,0.189885,0.188024,CCW,0
3912,1,1,10,Base,139,90,3.58,3.58,0.67009,0.268696,0.23415,CCW,0
3885,1,0,10,Base,140,-150,-2.06,-2.06,0.8256760000000001,0.386337,0.190139,CCW,0
3830,1,0,10,Base,141,150,0.245,0.245,0.877967,0.28347100000000003,0.194956,CCW,0
3824,1,0,10,Base,142,150,-2.01,-2.01,0.621321,0.21039499999999997,0.211081,CCW,0
3843,1,0,10,Base,143,-30,-4.77,-4.77,0.598807,0.407623,0.16027,CCW,0
3835,1,0,10,Base,144,-30,-1.86,-1.86,0.671025,0.50476,0.14837899999999998,CCW,0
3903,1,1,10,Base,145,30,-2.78,-2.78,0.9677959999999999,0.54309,0.093791,CCW,0
3767,1,0,10,Base,146,0,0.9179999999999999,0.9179999999999999,0.956573,0.47457299999999997,0.202291,CCW,0
3784,1,0,10,Base,147,30,-1.19,-1.19,0.35731,0.433817,0.0975432,CCW,0
3827,1,0,10,Base,148,150,-4.42,-4.42,0.7151810000000001,0.479213,0.0442053,CCW,0
3855,1,0,10,Base,149,-60,-1.58,-1.58,0.6127560000000001,0.147438,0.270637,CCW,0
3879,1,0,10,Base,150,-120,1.02,1.02,0.672183,0.204177,0.136919,CCW,0
3866,1,0,10,Base,151,-90,3.58,3.58,0.6486970000000001,0.351552,0.263407,CCW,0
3926,1,1,10,Base,152,150,-1.85,-1.85,0.68876,0.239385,0.129927,CCW,0
3896,1,1,10,Base,153,0,1.33,1.33,0.9809110000000001,0.13805599999999998,0.203688,CCW,0
3791,1,0,10,Base,154,60,1.22,1.22,0.664207,0.431357,0.227787,CCW,0
3935,1,1,10,Base,155,-30,-2.36,-2.36,0.729208,0.41535,0.159167,CCW,0
3918,1,1,10,Base,156,120,-2.31,-2.31,0.8891959999999999,0.357652,0.246579,CCW,0
3822,1,0,10,Base,157,150,-1.09,-1.09,0.61826,0.32024,0.217498,CCW,0
