Group,Subject,Condition,Rot,DV,value
Experts,11,Veridical,0,Duration,0.953
Experts,11,Veridical,0,Duration,0.937
Experts,11,Veridical,0,Duration,0.787
Experts,11,Veridical,0,Duration,0.753
Experts,11,Veridical,0,Duration,1.153
Experts,11,Veridical,0,Duration,1.153
Experts,11,Veridical,0,Duration,0.72
Experts,11,Veridical,0,Duration,1.103
Experts,11,Veridical,0,Duration,1.115
Experts,12,Veridical,0,Duration,1.137
Experts,12,Veridical,0,Duration,0.803
Experts,12,Veridical,0,Duration,2.053
Experts,12,Veridical,0,Duration,0.787
Experts,12,Veridical,0,Duration,1.087
Experts,12,Veridical,0,Duration,1.353
Experts,12,Veridical,0,Duration,1.387
Experts,12,Veridical,0,Duration,0.903
Experts,12,Veridical,0,Duration,0.72
Experts,12,Veridical,0,Duration,1.12
Controls,13,Veridical,0,Duration,0.825
Controls,13,Veridical,0,Duration,0.75
Controls,13,Veridical,0,Duration,0.684
Controls,13,Veridical,0,Duration,0.998
Controls,13,Veridical,0,Duration,0.997
Controls,13,Veridical,0,Duration,0.89
Controls,13,Veridical,0,Duration,0.99
Controls,13,Veridical,0,Duration,1.12
Controls,13,Veridical,0,Duration,1.21
Controls,13,Veridical,0,Duration,1.12
Controls,14,Veridical,0,Duration,0.645
Controls,14,Veridical,0,Duration,0.675
Controls,14,Veridical,0,Duration,0.647
Controls,14,Veridical,0,Duration,0.687
Controls,14,Veridical,0,Duration,0.699
Controls,14,Veridical,0,Duration,0.784
Controls,14,Veridical,0,Duration,0.644
Controls,14,Veridical,0,Duration,0.454
Controls,14,Veridical,0,Duration,0.665
Controls,14,Veridical,0,Duration,0.87
Controls,15,Veridical,0,Duration,0.675
Controls,15,Veridical,0,Duration,0.78
Controls,15,Veridical,0,Duration,0.645
Controls,15,Veridical,0,Duration,0.96
Controls,15,Veridical,0,Duration,0.645
Controls,15,Veridical,0,Duration,0.554
Controls,15,Veridical,0,Duration,0.845
Controls,15,Veridical,0,Duration,0.654
Controls,15,Veridical,0,Duration,0.633
Controls,15,Veridical,0,Duration,0.633
Controls,16,Veridical,0,Duration,0.735
Controls,16,Veridical,0,Duration,0.765
Controls,16,Veridical,0,Duration,0.81
Controls,16,Veridical,0,Duration,0.81
Controls,16,Veridical,0,Duration,0.644
Controls,16,Veridical,0,Duration,0.744
Controls,16,Veridical,0,Duration,0.621
Controls,16,Veridical,0,Duration,0.451
Controls,16,Veridical,0,Duration,0.451
Controls,16,Veridical,0,Duration,0.451
Controls,17,Veridical,0,Duration,0.66
Controls,17,Veridical,0,Duration,1.005
Controls,17,Veridical,0,Duration,0.705
Controls,17,Veridical,0,Duration,0.63
Controls,17,Veridical,0,Duration,0.63
Controls,17,Veridical,0,Duration,0.642
Controls,17,Veridical,0,Duration,0.654
Controls,17,Veridical,0,Duration,0.666
Controls,17,Veridical,0,Duration,0.678
Controls,17,Veridical,0,Duration,0.69
Controls,18,Veridical,0,Duration,0.675
Controls,18,Veridical,0,Duration,0.645
Controls,18,Veridical,0,Duration,0.63
Controls,18,Veridical,0,Duration,0.675
Controls,18,Veridical,0,Duration,0.69
Controls,18,Veridical,0,Duration,0.675
Controls,18,Veridical,0,Duration,0.688
Controls,18,Veridical,0,Duration,0.7
Controls,18,Veridical,0,Duration,0.713
Controls,18,Veridical,0,Duration,0.725
Controls,19,Veridical,0,Duration,0.63
Controls,19,Veridical,0,Duration,0.855
Controls,19,Veridical,0,Duration,0.585
Controls,19,Veridical,0,Duration,0.711
Controls,19,Veridical,0,Duration,0.779
Controls,19,Veridical,0,Duration,0.7
Controls,19,Veridical,0,Duration,0.654
Controls,19,Veridical,0,Duration,0.654
Controls,19,Veridical,0,Duration,0.745
Controls,19,Veridical,0,Duration,0.654
Controls,20,Veridical,0,Duration,0.705
Controls,20,Veridical,0,Duration,0.72
Controls,20,Veridical,0,Duration,0.63
Controls,20,Veridical,0,Duration,1.185
Controls,20,Veridical,0,Duration,0.63
Controls,20,Veridical,0,Duration,0.63
Controls,20,Veridical,0,Duration,0.66
Controls,20,Veridical,0,Duration,1.185
Controls,20,Veridical,0,Duration,1.196
Controls,20,Veridical,0,Duration,1.208
Experts,1,Veridical,45,Duration,0.87
Experts,1,Veridical,45,Duration,0.67
Experts,1,Veridical,45,Duration,0.72
Experts,1,Veridical,45,Duration,0.637
Experts,1,Veridical,45,Duration,1.12
Experts,1,Veridical,45,Duration,1.037
Experts,1,Veridical,45,Duration,0.67
Experts,1,Veridical,45,Duration,0.703
Experts,1,Veridical,45,Duration,0.72
Experts,1,Veridical,45,Duration,0.731
Experts,2,Veridical,45,Duration,0.787
Experts,2,Veridical,45,Duration,1.17
Experts,2,Veridical,45,Duration,0.953
Experts,2,Veridical,45,Duration,0.92
Experts,2,Veridical,45,Duration,0.787
Experts,2,Veridical,45,Duration,1.12
Experts,2,Veridical,45,Duration,0.67
Experts,2,Veridical,45,Duration,0.62
Experts,2,Veridical,45,Duration,0.787
Experts,2,Veridical,45,Duration,1.287
Experts,3,Veridical,45,Duration,1.053
Experts,3,Veridical,45,Duration,1.087
Experts,3,Veridical,45,Duration,0.72
Experts,3,Veridical,45,Duration,0.72
Experts,3,Veridical,45,Duration,1.02
Experts,3,Veridical,45,Duration,0.62
Experts,3,Veridical,45,Duration,0.703
Experts,3,Veridical,45,Duration,0.837
Experts,3,Veridical,45,Duration,0.62
Experts,3,Veridical,45,Duration,0.631
Experts,4,Veridical,45,Duration,1.703
Experts,4,Veridical,45,Duration,2.27
Experts,4,Veridical,45,Duration,1.82
Experts,4,Veridical,45,Duration,1.47
Experts,4,Veridical,45,Duration,1.337
Experts,4,Veridical,45,Duration,1.287
Experts,4,Veridical,45,Duration,1.298
Experts,4,Veridical,45,Duration,1.309
Experts,4,Veridical,45,Duration,1.321
Experts,4,Veridical,45,Duration,1.332
Experts,5,Veridical,45,Duration,0.753
Experts,5,Veridical,45,Duration,1.003
Experts,5,Veridical,45,Duration,0.787
Experts,5,Veridical,45,Duration,1.053
Experts,5,Veridical,45,Duration,0.903
Experts,5,Veridical,45,Duration,0.915
Experts,5,Veridical,45,Duration,0.926
Experts,5,Veridical,45,Duration,0.937
Experts,5,Veridical,45,Duration,0.949
Experts,5,Veridical,45,Duration,0.96
Experts,6,Veridical,45,Duration,0.637
Experts,6,Veridical,45,Duration,1.303
Experts,6,Veridical,45,Duration,0.987
Experts,6,Veridical,45,Duration,0.987
Experts,6,Veridical,45,Duration,1.27
Experts,6,Veridical,45,Duration,0.953
Experts,6,Veridical,45,Duration,1.253
Experts,6,Veridical,45,Duration,0.753
Experts,6,Veridical,45,Duration,0.987
Experts,6,Veridical,45,Duration,0.953
Experts,7,Veridical,45,Duration,1.537
Experts,7,Veridical,45,Duration,1.387
Experts,7,Veridical,45,Duration,1.07
Experts,7,Veridical,45,Duration,1.37
Experts,7,Veridical,45,Duration,1.32
Experts,7,Veridical,45,Duration,0.67
Experts,7,Veridical,45,Duration,1.72
Experts,7,Veridical,45,Duration,1.937
Experts,7,Veridical,45,Duration,1.948
Experts,7,Veridical,45,Duration,1.959
Experts,8,Veridical,45,Duration,0.87
Experts,8,Veridical,45,Duration,0.87
Experts,8,Veridical,45,Duration,0.937
Experts,8,Veridical,45,Duration,0.87
Experts,8,Veridical,45,Duration,0.737
Experts,8,Veridical,45,Duration,0.737
Experts,8,Veridical,45,Duration,1.653
Experts,8,Veridical,45,Duration,0.837
Experts,8,Veridical,45,Duration,0.987
Experts,8,Veridical,45,Duration,0.998
Experts,9,Veridical,45,Duration,2.053
Experts,9,Veridical,45,Duration,1.137
Experts,9,Veridical,45,Duration,1.637
Experts,9,Veridical,45,Duration,0.67
Experts,9,Veridical,45,Duration,0.887
Experts,9,Veridical,45,Duration,1.987
Experts,9,Veridical,45,Duration,1.77
Experts,9,Veridical,45,Duration,0.753
Experts,9,Veridical,45,Duration,1.203
Experts,9,Veridical,45,Duration,0.937
Experts,10,Veridical,45,Duration,1.97
Experts,10,Veridical,45,Duration,1.703
Experts,10,Veridical,45,Duration,1.453
Experts,10,Veridical,45,Duration,1.153
Experts,10,Veridical,45,Duration,1.17
Experts,10,Veridical,45,Duration,1.02
Experts,10,Veridical,45,Duration,0.97
Experts,10,Veridical,45,Duration,1.237
Experts,10,Veridical,45,Duration,1.037
Experts,10,Veridical,45,Duration,0.62
Experts,11,Veridical,45,Duration,0.737
Experts,11,Veridical,45,Duration,0.887
Experts,11,Veridical,45,Duration,1.203
Experts,11,Veridical,45,Duration,0.953
Experts,11,Veridical,45,Duration,0.77
Experts,11,Veridical,45,Duration,1.087
Experts,11,Veridical,45,Duration,0.753
Experts,11,Veridical,45,Duration,0.903
Experts,11,Veridical,45,Duration,0.737
Experts,11,Veridical,45,Duration,0.887
Experts,12,Veridical,45,Duration,0.637
Experts,12,Veridical,45,Duration,0.737
Experts,12,Veridical,45,Duration,1.303
Experts,12,Veridical,45,Duration,1.27
Experts,12,Veridical,45,Duration,0.903
Experts,12,Veridical,45,Duration,1.37
Experts,12,Veridical,45,Duration,0.987
Experts,12,Veridical,45,Duration,1.237
Experts,12,Veridical,45,Duration,0.753
Experts,12,Veridical,45,Duration,1.17
Controls,13,Veridical,45,Duration,0.883
Controls,13,Veridical,45,Duration,1.017
Controls,13,Veridical,45,Duration,0.883
Controls,13,Veridical,45,Duration,1.033
Controls,13,Veridical,45,Duration,0.717
Controls,13,Veridical,45,Duration,0.728
Controls,13,Veridical,45,Duration,0.739
Controls,13,Veridical,45,Duration,0.751
Controls,13,Veridical,45,Duration,0.762
Controls,13,Veridical,45,Duration,0.773
Controls,14,Veridical,45,Duration,0.883
Controls,14,Veridical,45,Duration,0.767
Controls,14,Veridical,45,Duration,0.9
Controls,14,Veridical,45,Duration,0.733
Controls,14,Veridical,45,Duration,0.835
Controls,14,Veridical,45,Duration,0.938
Controls,14,Veridical,45,Duration,1.04
Controls,14,Veridical,45,Duration,1.142
Controls,14,Veridical,45,Duration,1.012
Controls,14,Veridical,45,Duration,1.01
Controls,15,Veridical,45,Duration,0.933
Controls,15,Veridical,45,Duration,0.867
Controls,15,Veridical,45,Duration,0.85
Controls,15,Veridical,45,Duration,0.717
Controls,15,Veridical,45,Duration,0.733
Controls,15,Veridical,45,Duration,0.95
Controls,15,Veridical,45,Duration,0.8
Controls,15,Veridical,45,Duration,0.9
Controls,15,Veridical,45,Duration,0.75
Controls,15,Veridical,45,Duration,0.85
Controls,16,Veridical,45,Duration,0.733
Controls,16,Veridical,45,Duration,0.75
Controls,16,Veridical,45,Duration,0.783
Controls,16,Veridical,45,Duration,0.771
Controls,16,Veridical,45,Duration,0.759
Controls,16,Veridical,45,Duration,0.747
Controls,16,Veridical,45,Duration,0.735
Controls,16,Veridical,45,Duration,0.723
Controls,16,Veridical,45,Duration,0.711
Controls,16,Veridical,45,Duration,0.699
Controls,17,Veridical,45,Duration,0.717
Controls,17,Veridical,45,Duration,0.783
Controls,17,Veridical,45,Duration,0.785
Controls,17,Veridical,45,Duration,0.786
Controls,17,Veridical,45,Duration,0.787
Controls,17,Veridical,45,Duration,0.788
Controls,17,Veridical,45,Duration,0.79
Controls,17,Veridical,45,Duration,0.791
Controls,17,Veridical,45,Duration,0.792
Controls,17,Veridical,45,Duration,0.793
Controls,18,Veridical,45,Duration,0.817
Controls,18,Veridical,45,Duration,0.7
Controls,18,Veridical,45,Duration,1.167
Controls,18,Veridical,45,Duration,0.983
Controls,18,Veridical,45,Duration,0.917
Controls,18,Veridical,45,Duration,0.8
Controls,18,Veridical,45,Duration,0.817
Controls,18,Veridical,45,Duration,0.817
Controls,18,Veridical,45,Duration,0.767
Controls,18,Veridical,45,Duration,0.933
Controls,19,Veridical,45,Duration,0.533
Controls,19,Veridical,45,Duration,0.65
Controls,19,Veridical,45,Duration,0.5
Controls,19,Veridical,45,Duration,0.583
Controls,19,Veridical,45,Duration,0.517
Controls,19,Veridical,45,Duration,0.512
Controls,19,Veridical,45,Duration,0.495
Controls,19,Veridical,45,Duration,0.51
Controls,19,Veridical,45,Duration,0.65
Controls,19,Veridical,45,Duration,0.51
Controls,20,Veridical,45,Duration,0.7
Controls,20,Veridical,45,Duration,0.883
Controls,20,Veridical,45,Duration,0.717
Controls,20,Veridical,45,Duration,0.733
Controls,20,Veridical,45,Duration,0.733
Controls,20,Veridical,45,Duration,0.7
Controls,20,Veridical,45,Duration,0.68
Controls,20,Veridical,45,Duration,0.784
Controls,20,Veridical,45,Duration,0.54
Controls,20,Veridical,45,Duration,0.65
Experts,1,Veridical,90,Duration,1.24
Experts,1,Veridical,90,Duration,1.27
Experts,1,Veridical,90,Duration,1.537
Experts,1,Veridical,90,Duration,0.937
Experts,1,Veridical,90,Duration,1.003
Experts,1,Veridical,90,Duration,1.12
Experts,1,Veridical,90,Duration,2.053
Experts,1,Veridical,90,Duration,0.837
Experts,1,Veridical,90,Duration,1.703
Experts,1,Veridical,90,Duration,0.87
Experts,2,Veridical,90,Duration,1.72
Experts,2,Veridical,90,Duration,0.887
Experts,2,Veridical,90,Duration,1.137
Experts,2,Veridical,90,Duration,1.07
Experts,2,Veridical,90,Duration,1.32
Experts,2,Veridical,90,Duration,1.287
Experts,2,Veridical,90,Duration,1.353
Experts,2,Veridical,90,Duration,0.753
Experts,2,Veridical,90,Duration,1.32
Experts,2,Veridical,90,Duration,1.33
Experts,3,Veridical,90,Duration,0.82
Experts,3,Veridical,90,Duration,0.72
Experts,3,Veridical,90,Duration,1.587
Experts,3,Veridical,90,Duration,0.92
Experts,3,Veridical,90,Duration,1.303
Experts,3,Veridical,90,Duration,0.653
Experts,3,Veridical,90,Duration,0.853
Experts,3,Veridical,90,Duration,0.803
Experts,3,Veridical,90,Duration,0.72
Experts,3,Veridical,90,Duration,0.82
Experts,4,Veridical,90,Duration,1.653
Experts,4,Veridical,90,Duration,1.32
Experts,4,Veridical,90,Duration,2.187
Experts,4,Veridical,90,Duration,0.82
Experts,4,Veridical,90,Duration,0.853
Experts,4,Veridical,90,Duration,1.787
Experts,4,Veridical,90,Duration,0.703
Experts,4,Veridical,90,Duration,1.387
Experts,4,Veridical,90,Duration,0.837
Experts,4,Veridical,90,Duration,1.187
Experts,5,Veridical,90,Duration,1.687
Experts,5,Veridical,90,Duration,1.33
Experts,5,Veridical,90,Duration,1.23
Experts,5,Veridical,90,Duration,1.33
Experts,5,Veridical,90,Duration,1.44
Experts,5,Veridical,90,Duration,1.24
Experts,5,Veridical,90,Duration,1.24
Experts,5,Veridical,90,Duration,1.44
Experts,5,Veridical,90,Duration,1.66
Experts,5,Veridical,90,Duration,1.33
Experts,6,Veridical,90,Duration,1.303
Experts,6,Veridical,90,Duration,1.33
Experts,6,Veridical,90,Duration,1.32
Experts,6,Veridical,90,Duration,1.053
Experts,6,Veridical,90,Duration,0.787
Experts,6,Veridical,90,Duration,1.003
Experts,6,Veridical,90,Duration,1.22
Experts,6,Veridical,90,Duration,1.17
Experts,6,Veridical,90,Duration,1.1
Experts,6,Veridical,90,Duration,1.22
Experts,7,Veridical,90,Duration,1.053
Experts,7,Veridical,90,Duration,0.703
Experts,7,Veridical,90,Duration,0.787
Experts,7,Veridical,90,Duration,0.903
Experts,7,Veridical,90,Duration,1.137
Experts,7,Veridical,90,Duration,0.87
Experts,7,Veridical,90,Duration,0.737
Experts,7,Veridical,90,Duration,0.637
Experts,7,Veridical,90,Duration,0.648
Experts,7,Veridical,90,Duration,0.659
Experts,8,Veridical,90,Duration,1.02
Experts,8,Veridical,90,Duration,0.77
Experts,8,Veridical,90,Duration,0.703
Experts,8,Veridical,90,Duration,0.62
Experts,8,Veridical,90,Duration,0.97
Experts,8,Veridical,90,Duration,0.853
Experts,8,Veridical,90,Duration,1.35
Experts,8,Veridical,90,Duration,1.53
Experts,8,Veridical,90,Duration,1.44
Experts,8,Veridical,90,Duration,1.22
Experts,9,Veridical,90,Duration,1.21
Experts,9,Veridical,90,Duration,1.887
Experts,9,Veridical,90,Duration,0.703
Experts,9,Veridical,90,Duration,1.103
Experts,9,Veridical,90,Duration,1.07
Experts,9,Veridical,90,Duration,1.153
Experts,9,Veridical,90,Duration,1.053
Experts,9,Veridical,90,Duration,0.753
Experts,9,Veridical,90,Duration,0.82
Experts,9,Veridical,90,Duration,0.837
Experts,10,Veridical,90,Duration,1.753
Experts,10,Veridical,90,Duration,1.277
Experts,10,Veridical,90,Duration,2.07
Experts,10,Veridical,90,Duration,1.67
Experts,10,Veridical,90,Duration,1.587
Experts,10,Veridical,90,Duration,1.153
Experts,10,Veridical,90,Duration,1.287
Experts,10,Veridical,90,Duration,1.153
Experts,10,Veridical,90,Duration,0.987
Experts,10,Veridical,90,Duration,1.203
Experts,11,Veridical,90,Duration,0.787
Experts,11,Veridical,90,Duration,1.487
Experts,11,Veridical,90,Duration,0.653
Experts,11,Veridical,90,Duration,1.587
Experts,11,Veridical,90,Duration,1.237
Experts,11,Veridical,90,Duration,0.82
Experts,11,Veridical,90,Duration,1.103
Experts,11,Veridical,90,Duration,0.903
Experts,11,Veridical,90,Duration,1.137
Experts,11,Veridical,90,Duration,1.148
Experts,12,Veridical,90,Duration,0.82
Experts,12,Veridical,90,Duration,1.203
Experts,12,Veridical,90,Duration,0.82
Experts,12,Veridical,90,Duration,0.92
Experts,12,Veridical,90,Duration,0.87
Experts,12,Veridical,90,Duration,1.253
Experts,12,Veridical,90,Duration,1.265
Experts,12,Veridical,90,Duration,1.276
Experts,12,Veridical,90,Duration,1.287
Experts,12,Veridical,90,Duration,1.299
Controls,13,Veridical,90,Duration,1.133
Controls,13,Veridical,90,Duration,0.733
Controls,13,Veridical,90,Duration,0.717
Controls,13,Veridical,90,Duration,0.983
Controls,13,Veridical,90,Duration,1.017
Controls,13,Veridical,90,Duration,0.9
Controls,13,Veridical,90,Duration,0.8
Controls,13,Veridical,90,Duration,0.87
Controls,13,Veridical,90,Duration,0.767
Controls,13,Veridical,90,Duration,0.933
Controls,14,Veridical,90,Duration,1.017
Controls,14,Veridical,90,Duration,0.867
Controls,14,Veridical,90,Duration,0.817
Controls,14,Veridical,90,Duration,0.745
Controls,14,Veridical,90,Duration,0.983
Controls,14,Veridical,90,Duration,0.75
Controls,14,Veridical,90,Duration,1.023
Controls,14,Veridical,90,Duration,0.733
Controls,14,Veridical,90,Duration,0.988
Controls,14,Veridical,90,Duration,0.967
Controls,15,Veridical,90,Duration,0.817
Controls,15,Veridical,90,Duration,0.784
Controls,15,Veridical,90,Duration,1.024
Controls,15,Veridical,90,Duration,0.85
Controls,15,Veridical,90,Duration,0.717
Controls,15,Veridical,90,Duration,1.023
Controls,15,Veridical,90,Duration,0.987
Controls,15,Veridical,90,Duration,1.083
Controls,15,Veridical,90,Duration,1.06
Controls,15,Veridical,90,Duration,1
Controls,16,Veridical,90,Duration,1.023
Controls,16,Veridical,90,Duration,0.9
Controls,16,Veridical,90,Duration,0.7
Controls,16,Veridical,90,Duration,0.874
Controls,16,Veridical,90,Duration,0.85
Controls,16,Veridical,90,Duration,0.733
Controls,16,Veridical,90,Duration,0.989
Controls,16,Veridical,90,Duration,0.754
Controls,16,Veridical,90,Duration,0.984
Controls,16,Veridical,90,Duration,0.965
Controls,17,Veridical,90,Duration,0.956
Controls,17,Veridical,90,Duration,0.874
Controls,17,Veridical,90,Duration,0.8
Controls,17,Veridical,90,Duration,0.7
Controls,17,Veridical,90,Duration,0.767
Controls,17,Veridical,90,Duration,0.833
Controls,17,Veridical,90,Duration,0.7
Controls,17,Veridical,90,Duration,0.78
Controls,17,Veridical,90,Duration,0.794
Controls,17,Veridical,90,Duration,0.98
Controls,18,Veridical,90,Duration,0.65
Controls,18,Veridical,90,Duration,0.85
Controls,18,Veridical,90,Duration,0.717
Controls,18,Veridical,90,Duration,0.767
Controls,18,Veridical,90,Duration,0.95
Controls,18,Veridical,90,Duration,0.98
Controls,18,Veridical,90,Duration,0.95
Controls,18,Veridical,90,Duration,0.717
Controls,18,Veridical,90,Duration,0.767
Controls,18,Veridical,90,Duration,0.784
Controls,19,Veridical,90,Duration,0.767
Controls,19,Veridical,90,Duration,0.583
Controls,19,Veridical,90,Duration,0.633
Controls,19,Veridical,90,Duration,0.667
Controls,19,Veridical,90,Duration,0.533
Controls,19,Veridical,90,Duration,0.983
Controls,19,Veridical,90,Duration,0.658
Controls,19,Veridical,90,Duration,0.789
Controls,19,Veridical,90,Duration,0.798
Controls,19,Veridical,90,Duration,0.79
Controls,20,Veridical,90,Duration,0.733
Controls,20,Veridical,90,Duration,0.9
Controls,20,Veridical,90,Duration,0.717
Controls,20,Veridical,90,Duration,0.717
Controls,20,Veridical,90,Duration,0.817
Controls,20,Veridical,90,Duration,0.933
Controls,20,Veridical,90,Duration,0.783
Controls,20,Veridical,90,Duration,0.85
Controls,20,Veridical,90,Duration,0.654
Controls,20,Veridical,90,Duration,0.883
Experts,1,Veridical,135,Duration,0.97
Experts,1,Veridical,135,Duration,0.703
Experts,1,Veridical,135,Duration,0.853
Experts,1,Veridical,135,Duration,0.687
Experts,1,Veridical,135,Duration,0.803
Experts,1,Veridical,135,Duration,1.38
Experts,1,Veridical,135,Duration,1.44
Experts,1,Veridical,135,Duration,1.44
Experts,1,Veridical,135,Duration,1.35
Experts,1,Veridical,135,Duration,1.352
Experts,2,Veridical,135,Duration,1.12
Experts,2,Veridical,135,Duration,1.36
Experts,2,Veridical,135,Duration,1.653
Experts,2,Veridical,135,Duration,1.02
Experts,2,Veridical,135,Duration,1.803
Experts,2,Veridical,135,Duration,0.92
Experts,2,Veridical,135,Duration,0.903
Experts,2,Veridical,135,Duration,1.67
Experts,2,Veridical,135,Duration,1.72
Experts,2,Veridical,135,Duration,2.753
Experts,3,Veridical,135,Duration,1.053
Experts,3,Veridical,135,Duration,1.187
Experts,3,Veridical,135,Duration,1.353
Experts,3,Veridical,135,Duration,0.903
Experts,3,Veridical,135,Duration,0.837
Experts,3,Veridical,135,Duration,0.637
Experts,3,Veridical,135,Duration,0.787
Experts,3,Veridical,135,Duration,0.887
Experts,3,Veridical,135,Duration,0.82
Experts,3,Veridical,135,Duration,0.637
Experts,4,Veridical,135,Duration,0.937
Experts,4,Veridical,135,Duration,1.287
Experts,4,Veridical,135,Duration,1.053
Experts,4,Veridical,135,Duration,0.82
Experts,4,Veridical,135,Duration,0.77
Experts,4,Veridical,135,Duration,1.07
Experts,4,Veridical,135,Duration,0.87
Experts,4,Veridical,135,Duration,2.67
Experts,4,Veridical,135,Duration,1.07
Experts,4,Veridical,135,Duration,3.67
Experts,5,Veridical,135,Duration,0.653
Experts,5,Veridical,135,Duration,1.237
Experts,5,Veridical,135,Duration,1.37
Experts,5,Veridical,135,Duration,0.887
Experts,5,Veridical,135,Duration,0.637
Experts,5,Veridical,135,Duration,1.053
Experts,5,Veridical,135,Duration,0.87
Experts,5,Veridical,135,Duration,1.32
Experts,5,Veridical,135,Duration,1.24
Experts,5,Veridical,135,Duration,1.1
Experts,6,Veridical,135,Duration,1.243
Experts,6,Veridical,135,Duration,1.953
Experts,6,Veridical,135,Duration,1.706
Experts,6,Veridical,135,Duration,1.437
Experts,6,Veridical,135,Duration,0.82
Experts,6,Veridical,135,Duration,1.887
Experts,6,Veridical,135,Duration,0.853
Experts,6,Veridical,135,Duration,1.87
Experts,6,Veridical,135,Duration,1.9
Experts,6,Veridical,135,Duration,1.66
Experts,7,Veridical,135,Duration,1.24
Experts,7,Veridical,135,Duration,1.115
Experts,7,Veridical,135,Duration,0.787
Experts,7,Veridical,135,Duration,0.637
